USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
NE,31083,00835863,Harlan County,3423,2375,1433470225,53339818,     553.466,      20.595, -294036.1827,-7996955
NE,31085,00835864,Hayes County,967,511,1846821508,570786,     713.062,       0.220, -430830.3328,-7950643
NE,31087,00835865,Hitchcock County,2908,1763,1838742700,22103381,     709.943,       8.534, -432053.4822,-7990897
NE,31089,00835866,Holt County,10435,5215,6248083787,13201507,    2412.399,       5.097, -234248.5423,-7743230
NE,31091,00835867,Hooker County,736,431,1867695559,882994,     721.121,       0.341, -427465.1186,-7795585
NE,31093,00835868,Howard County,6274,2951,1474576349,16201501,     569.337,       6.255, -215934.3824,-7882694
NE,31095,00835869,Jefferson County,7547,3918,1476771431,14204829,     570.185,       5.485, -103792.7206,-8002026
NE,31097,00835870,Johnson County,5217,2191,973968264,1766531,     376.051,       0.682,  -30066.0284,-7977992
NE,31099,00835871,Kearney County,6489,2886,1337065724,272321,     516.244,       0.105, -254578.7015,-7961549
NE,31101,00835872,Keith County,8368,5424,2749531266,124671572,    1061.600,      48.136, -475631.3080,-7874102
NE,31103,00835873,Keya Paha County,824,549,2002246688,2192459,     773.072,       0.847, -308430.4340,-7694031
NE,31105,00835874,Kimball County,3821,1963,2465269246,1448446,     951.846,       0.559, -646676.4911,-7861368
NE,31107,00835875,Knox County,8701,4788,2870614119,81251119,    1108.350,      31.371, -161043.8986,-7725499
NE,31109,00835876,Lancaster County,285407,120875,2169240553,22876822,     837.548,       8.833,  -64972.1920,-7934253
NE,31111,00835877,Lincoln County,36288,16583,6640905294,28641137,    2564.068,      11.058, -401870.3094,-7894384
NE,31113,00835878,Logan County,763,395,1478003028,1203561,     570.660,       0.465, -374253.9689,-7840552
NE,31115,00835879,Loup County,632,426,1471864091,7275368,     568.290,       2.809, -295687.4897,-7804047
NE,31117,00835881,McPherson County,539,283,2224737034,2680669,     858.976,       1.035, -424779.7898,-7831882
NE,31119,00835880,Madison County,34876,15014,1483396470,7013733,     572.743,       2.708, -139366.0811,-7807035
NE,31121,00835882,Merrick County,7845,3698,1255835783,24906841,     484.881,       9.617, -176058.9582,-7889248
NE,31123,00835883,Morrill County,5042,2442,3687723807,15598670,    1423.838,       6.023, -582617.2173,-7806475
NE,31125,00835884,Nance County,3735,1801,1143824006,17088375,     441.633,       6.598, -172197.5525,-7863257
NE,31127,00835885,Nemaha County,7248,3498,1055115270,5755196,     407.382,       2.222,    4988.8790,-7978945
NE,31129,00835886,Nuckolls County,4500,2465,1489645213,1718484,     575.155,       0.664, -179873.6892,-8000592
NE,31131,00835887,Otoe County,15740,7025,1594475793,8775372,     615.631,       3.388,  -18458.1057,-7950822
NE,31133,00835888,Pawnee County,2773,1588,1116478095,4852394,     431.075,       1.874,  -28208.9321,-8006900
NE,31135,00835889,Perkins County,2970,1450,2287828141,2840176,     883.335,       1.097, -477249.9455,-7912007
NE,31137,00835890,Phelps County,9188,4175,1398048596,1646534,     539.790,       0.636, -292907.4409,-7959098
NE,31139,00835891,Pierce County,7266,3222,1484707293,3481943,     573.249,       1.344, -138981.6068,-7766558
NE,31141,00835892,Platte County,32237,13378,1745805649,27272400,     674.059,      10.530, -132324.1888,-7844474
NE,31143,00835893,Polk County,5406,2731,1135308002,5949280,     438.345,       2.297, -137806.2906,-7887976
NE,31145,00835894,Red Willow County,11055,5267,1856983744,2643458,     716.985,       1.021, -383688.3880,-7994205
NE,31147,00835895,Richardson County,8363,4393,1429258779,7077617,     551.840,       2.733,   16159.4873,-8008516
NE,31149,00835896,Rock County,1526,912,2611532223,8807750,    1008.318,       3.401, -289325.9584,-7746516
NE,31151,00835897,Saline County,14200,5762,1486698620,5934704,     574.018,       2.291, -102345.6115,-7963779
NE,31153,00835898,Sarpy County,158840,61938,618982000,22099822,     238.990,       8.533,  -16514.0406,-7897331
NE,31155,00835899,Saunders County,20780,9221,1943096642,24827703,     750.234,       9.586,  -60608.4136,-7884998
NE,31157,00835900,Scotts Bluff County,36970,16408,1915039277,15437667,     739.401,       5.961, -640253.0203,-7788541
NE,31159,00835901,Seward County,16750,6875,1479990428,11547843,     571.428,       4.459, -102553.1157,-7923943
NE,31161,00835902,Sheridan County,5469,2936,6321803579,74941796,    2440.862,      28.935, -527340.3400,-7723443
NE,31163,00835903,Sherman County,3152,1941,1465488702,15062176,     565.828,       5.816, -254047.7795,-7881632
NE,31165,00835904,Sioux County,1311,815,5352832471,1872668,    2066.740,       0.723, -637437.6450,-7717749
NE,31167,00835905,Stanton County,6129,2633,1108381561,7908749,     427.949,       3.054, -103876.3853,-7808163
NE,31169,00835906,Thayer County,5228,2731,1486153333,3025346,     573.807,       1.168, -141948.1678,-8001652
NE,31171,00835907,Thomas County,647,402,1847272741,2028358,     713.236,       0.783, -377811.4942,-7806008
NE,31173,00835908,Thurston County,6940,2408,1019377309,6458637,     393.584,       2.494,  -51048.8769,-7780772
NE,31175,00835909,Valley County,4260,2273,1471237329,6242700,     568.048,       2.410, -253678.4636,-7842919
NE,31177,00835910,Washington County,20234,8301,1009986004,8387694,     389.958,       3.239,  -25951.6642,-7850353
NE,31179,00835911,Wayne County,9595,3776,1147143891,1087727,     442.915,       0.420,  -99455.2158,-7773957
NE,31181,00835912,Webster County,3812,1912,1489018081,337241,     574.913,       0.130, -217886.1378,-7999181
NE,31183,00835913,Wheeler County,818,576,1489715284,1059454,     575.182,       0.409, -214467.6677,-7802203
NE,31185,00835914,York County,13665,6231,1482793088,8596028,     572.510,       3.319, -140596.9974,-7923235
NV,32001,00858638,Churchill County,24877,10826,12769826211,242422024,    4930.458,      93.600,-1882407.1003,-7853192
NV,32003,00863600,Clark County,1951269,840343,20438710673,438695269,    7891.431,     169.381,-1686496.2053,-8277369
NV,32005,00858643,Douglas County,46997,23671,1838164305,72317550,     709.719,      27.922,-2010012.6895,-7893412
NV,32007,00857664,Elko County,48818,19566,44469662857,85758966,   17169.834,      33.112,-1603557.8956,-7729848
NV,32009,00858641,Esmeralda County,783,850,9277017113,18552056,    3581.876,       7.163,-1874077.9342,-8056666
NV,32011,00858640,Eureka County,1987,1076,10814970882,11082875,    4175.684,       4.279,-1706109.6305,-7841452
NV,32013,00863310,Humboldt County,16528,7123,24969444419,44197034,    9640.757,      17.065,-1821699.5754,-7650629
NV,32015,00863368,Lander County,5775,2575,14219305794,76103225,    5490.105,      29.384,-1771915.3778,-7835770
NV,32017,00863992,Lincoln County,5345,2730,27539866410,9802762,   10633.202,       3.785,-1641774.4848,-8123733
NV,32019,00858645,Lyon County,51980,22547,5183049296,59602504,    2001.187,      23.013,-1972621.6144,-7889290
NV,32021,00858644,Mineral County,4772,2830,9719820866,155746727,    3752.844,      60.134,-1921031.6117,-7960415
NV,32023,00863599,Nye County,43946,22350,47090965923,43209307,   18181.924,      16.683,-1769961.8000,-8058633
NV,32027,00858646,Pershing County,6753,2464,15634626982,79934443,    6036.563,      30.863,-1869843.8757,-7750734
NV,32029,00858642,Storey County,4010,1990,680960552,1872364,     262.920,       0.723,-1988283.6810,-7837168
NV,32031,00858608,Washoe County,421407,184841,16323051686,621198199,    6302.366,     239.846,-1968419.2025,-7695765
NV,32033,00858615,White Pine County,10030,4498,22987820587,54678887,    8875.648,      21.112,-1605275.9342,-7926848
NV,32510,00863219,Carson City,55274,23534,374672985,32587486,     144.662,      12.582,-2014256.9671,-7863556
NH,33001,00873174,Belknap County,60088,37386,1036596332,177025146,     400.232,      68.350, 1943520.1698,-7376530
NH,33003,00873175,Carroll County,47818,39813,2411436914,158956015,     931.061,      61.373, 1950873.9836,-7334330
NH,33005,00873176,Cheshire County,77117,34773,1830241632,58115492,     706.660,      22.439, 1895934.2616,-7457388
NH,33007,00873177,Coos County,33055,21321,4648212655,90777672,    1794.685,      35.049, 1921679.7084,-7251508
NH,33009,00873178,Grafton County,89118,51120,4425640635,105662058,    1708.749,      40.796, 1899748.4628,-7340945
NH,33011,00873179,Hillsborough County,400721,166053,2269188527,41636576,     876.139,      16.076, 1937496.0580,-7448294
NH,33013,00873180,Merrimack County,146445,63541,2419349805,57836323,     934.116,      22.331, 1929928.9022,-7405459
NH,33015,00873181,Rockingham County,295223,126709,1799316831,260008473,     694.720,     100.390, 1984085.7447,-7427023
NH,33017,00873182,Strafford County,123143,51697,955640569,38918908,     368.975,      15.027, 1980260.6124,-7392889
NH,33019,00873183,Sullivan County,43742,22341,1391635377,38022493,     537.313,      14.681, 1885969.7924,-7409662
NJ,34001,00882270,Atlantic County,274549,126647,1439267859,300755451,     555.704,     116.122, 1794171.0705,-7880306
NJ,34003,00882271,Bergen County,905116,352388,603490137,35385294,     233.009,      13.662, 1802445.3195,-7706867
NJ,34005,00882272,Burlington County,448734,175615,2068303255,55068519,     798.576,      21.262, 1781633.1175,-7836377
NJ,34007,00882273,Camden County,513657,204943,573067842,15616906,     221.263,       6.030, 1758835.7632,-7849971
NJ,34009,00882274,Cape May County,97265,98309,651187425,955684066,     251.425,     368.992, 1785882.1037,-7926291
NJ,34011,00882275,Cumberland County,156898,55834,1252784157,502245900,     483.703,     193.918, 1757129.2639,-7904859
NJ,34013,00882276,Essex County,783969,312954,326888224,8854094,     126.212,       3.419, 1792881.7145,-7728884
NJ,34015,00882277,Gloucester County,288288,109796,833989655,39296178,     322.005,      15.172, 1745741.3753,-7862244
NJ,34017,00882278,Hudson County,634266,270335,119634159,41755598,      46.191,      16.122, 1807926.2764,-7731809
NJ,34019,00882228,Hunterdon County,128349,49487,1108046234,24910908,     427.819,       9.618, 1744147.6161,-7765540
NJ,34021,00882229,Mercer County,366513,143169,581601212,11217700,     224.557,       4.331, 1768177.4099,-7792635
NJ,34023,00882230,Middlesex County,809858,294800,800083087,36034482,     308.914,      13.913, 1788496.1611,-7769914
NJ,34025,00882910,Monmouth County,630380,258410,1214167244,509002211,     468.793,     196.527, 1813230.8536,-7781750
NJ,34027,00882231,Morris County,492276,189842,1191852367,55550237,     460.177,      21.448, 1766588.2679,-7726727
NJ,34029,00882279,Ocean County,576567,278052,1628534966,742342470,     628.781,     286.620, 1814847.4329,-7829896
NJ,34031,00882232,Passaic County,501226,175966,478093122,32407089,     184.593,      12.512, 1782244.5931,-7702971
NJ,34033,00882233,Salem County,66083,27417,859613601,104713321,     331.899,      40.430, 1731608.1582,-7882284
NJ,34035,00882234,Somerset County,323444,123127,781692692,7883404,     301.813,       3.044, 1767994.4522,-7760118
NJ,34037,00882236,Sussex County,149265,62057,1344239274,43327484,     519.014,      16.729, 1747922.8775,-7698915
NJ,34039,00882235,Union County,536499,199489,266393116,6595128,     102.855,       2.546, 1791012.0723,-7743977
NJ,34041,00882237,Warren County,108692,44925,924412063,15383769,     356.918,       5.940, 1729122.8176,-7735778
NM,35001,01702363,Bernalillo County,662564,284234,3006530549,16471335,    1160.828,       6.360, -968890.6200,-8522712
NM,35003,00929108,Catron County,3725,3289,17932273698,14194494,    6923.690,       5.481,-1140142.2053,-8631786
NM,35005,01702364,Chaves County,65645,26697,15708988921,25507475,    6065.275,       9.848, -788496.7693,-8731726
NM,35006,00933051,Cibola County,27213,11101,11757199036,5829909,    4539.480,       2.251,-1089896.7519,-8521872
NM,35007,00929117,Colfax County,13750,10023,9733329419,26318644,    3758.060,      10.162, -770700.5102,-8367257
NM,35009,00933053,Curry County,48376,20062,3638407189,8174297,    1404.797,       3.156, -674594.8463,-8605142
NM,35011,00933054,De Baca County,2022,1344,6015566556,29159790,    2322.623,      11.259, -772328.3180,-8621856
NM,35013,00929109,Doña Ana County,209233,81492,9861408558,17789635,    3807.511,       6.869,-1018226.0593,-8821757
NM,35015,00936829,Eddy County,53829,22585,10815079253,56452500,    4175.726,      21.796, -782407.7325,-8833788
NM,35017,00915980,Grant County,29514,14693,10260561575,15349532,    3961.625,       5.926,-1156312.5000,-8761730
NM,35019,00929111,Guadalupe County,4687,2393,7848912419,2887727,    3030.482,       1.115, -801687.5489,-8560812
NM,35021,00933055,Harding County,695,526,5504869120,1154341,    2125.442,       0.446, -706351.4173,-8457388
NM,35023,00929106,Hidalgo County,4894,2393,8901429611,23652107,    3436.861,       9.132,-1202408.9383,-8849440
NM,35025,01702365,Lea County,64727,24919,11372460346,8468799,    4390.932,       3.270, -696376.7856,-8803086
NM,35027,00929116,Lincoln County,20497,17519,12512467751,564272,    4831.091,       0.218, -874161.5007,-8680876
NM,35028,01702366,Los Alamos County,17950,8354,282740301,229940,     109.167,       0.089, -926508.3523,-8435330
NM,35029,00933057,Luna County,25095,10999,7679802477,431981,    2965.188,       0.167,-1105366.4846,-8830011
NM,35031,00929107,McKinley County,71492,25813,14114940579,14160591,    5449.809,       5.467,-1103438.9170,-8447546
NM,35033,01702367,Mora County,4881,3232,5001977314,6079125,    1931.274,       2.347, -802199.0134,-8435344
NM,35035,00929104,Otero County,63797,30992,17128132348,37018891,    6613.209,      14.293, -917847.3053,-8806026
NM,35037,00929110,Quay County,9041,5569,7444529760,18734854,    2874.349,       7.234, -688076.7367,-8544001
NM,35039,01702368,Rio Arriba County,40246,19638,15179497392,91459754,    5860.837,      35.313, -952632.6472,-8360170
NM,35041,01702369,Roosevelt County,19846,8163,6338816708,18703928,    2447.431,       7.222, -691887.4893,-8665778
NM,35043,00929113,Sandoval County,131561,52287,9610539961,13708090,    3710.650,       5.293, -979883.4305,-8450192
NM,35045,00936844,San Juan County,130044,49341,14278776370,65673845,    5513.067,      25.357,-1095886.3419,-8342380
NM,35047,00929114,San Miguel County,29393,15595,12213918594,51380222,    4715.821,      19.838, -796996.0368,-8492861
NM,35049,00933322,Santa Fe County,144170,71267,4945359181,3774631,    1909.414,       1.457, -900413.4533,-8478363
NM,35051,01702370,Sierra County,11988,8356,10823447042,148324021,    4178.956,      57.268,-1041083.1278,-8732518
NM,35053,01702371,Socorro County,17866,8059,17214817782,5360180,    6646.679,       2.070,-1006880.4255,-8638215
NM,35055,00933056,Taos County,32937,20265,5706029510,3385868,    2203.110,       1.307, -858921.8990,-8362773
NM,35057,00929112,Torrance County,16383,7798,8663108604,2301144,    3344.845,       0.888, -900031.8821,-8577541
NM,35059,00929115,Union County,4549,2305,9903449966,18468287,    3823.744,       7.131, -669250.4885,-8390044
NM,35061,00933052,Valencia County,76569,30085,2761380350,5489464,    1066.175,       2.119, -985546.0081,-8558861
NY,36001,00974099,Albany County,304204,137739,1354056384,27189291,     522.804,      10.498, 1768846.5632,-7527300
NY,36003,00974100,Allegany County,48946,26140,2665894548,13153777,    1029.308,       5.079, 1453537.6775,-7633274
NY,36005,00974101,Bronx County,1385108,511896,109028908,39838229,      42.096,      15.382, 1823254.7347,-7714689
NY,36007,00974102,Broome County,200600,90563,1827925580,25248569,     705.766,       9.749, 1631510.2404,-7607063
NY,36009,00974103,Cattaraugus County,80317,41111,3388612085,36610366,    1308.350,      14.135, 1400973.4115,-7643443
NY,36011,00974104,Cayuga County,80026,36489,1791189978,445707605,     691.582,     172.089, 1552751.0840,-7526836
NY,36013,00974105,Chautauqua County,134905,66920,2745973829,1139483300,    1060.226,     439.957, 1341352.3006,-7647384
NY,36015,00974106,Chemung County,88830,38369,1055035677,8877179,     407.352,       3.427, 1558200.0477,-7623182
NY,36017,00974107,Chenango County,50477,24710,2314279661,13161203,     893.548,       5.082, 1641766.3828,-7567319
NY,36019,00974108,Clinton County,82128,35888,2688025469,206355454,    1037.852,      79.674, 1734138.5554,-7287143
NY,36021,00974109,Columbia County,63096,32775,1643879273,35121043,     634.705,      13.560, 1805187.4875,-7557859
NY,36023,00974110,Cortland County,49336,20577,1291782573,7144297,     498.760,       2.758, 1601803.7809,-7563973
NY,36025,00974111,Delaware County,47980,31222,3735902531,64765808,    1442.440,      25.006, 1699776.1566,-7588428
NY,36027,00974112,Dutchess County,297488,118638,2060671707,76968747,     795.630,      29.718, 1808943.7336,-7613687
NY,36029,00974113,Erie County,919040,419974,2700563452,476973805,    1042.693,     184.161, 1382966.8114,-7588954
NY,36031,00974114,Essex County,39370,25603,4647029522,315977756,    1794.228,     122.000, 1745186.6315,-7358289
NY,36033,00974115,Franklin County,51599,25306,4219398044,177032265,    1629.119,      68.353, 1691691.0062,-7315224
NY,36035,00974116,Fulton County,55531,28562,1283258864,96893251,     495.469,      37.411, 1719993.9173,-7478106
NY,36037,00974117,Genesee County,60079,25589,1276697637,6142600,     492.936,       2.372, 1424540.2109,-7553019
NY,36039,00974118,Greene County,49221,29210,1676140222,28201066,     647.161,      10.888, 1762599.5854,-7563396
NY,36041,00974119,Hamilton County,4836,8694,4447975965,234214069,    1717.373,      90.431, 1700262.2077,-7420468
NY,36043,00974120,Herkimer County,64519,33381,3655689412,120400469,    1411.470,      46.487, 1674431.6890,-7448808
NY,36045,00974121,Jefferson County,116229,57966,3285632368,1524548726,    1268.590,     588.632, 1571127.9593,-7410367
NY,36047,00974122,Kings County,2504700,1000293,183412016,67602622,      70.816,      26.102, 1820797.2532,-7739878
NY,36049,00974123,Lewis County,27087,15112,3301404174,39580834,    1274.679,      15.282, 1623711.0597,-7422904
NY,36051,00974124,Livingston County,65393,27123,1636257346,22005748,     631.763,       8.496, 1463942.6793,-7576630
NY,36053,00974125,Madison County,73442,31757,1696033233,16681306,     654.842,       6.441, 1627154.0844,-7522375
NY,36055,00974126,Monroe County,744344,320593,1702154292,1837658838,     657.205,     709.524, 1456601.7841,-7494127
NY,36057,00974127,Montgomery County,50219,23063,1043875858,18939233,     403.043,       7.312, 1724453.6603,-7501716
NY,36059,00974128,Nassau County,1339532,468346,737411094,436460605,     284.716,     168.518, 1847746.4270,-7722585
NY,36061,00974129,New York County,1585873,847090,59126033,27873331,      22.829,      10.762, 1815588.6751,-7724809
NY,36063,00974130,Niagara County,216469,99120,1352903595,1598826734,     522.359,     617.310, 1367754.7888,-7511730
NY,36065,00974131,Oneida County,234878,104180,3140175831,117138182,    1212.429,      45.227, 1637345.4119,-7482091
NY,36067,00974132,Onondaga County,467026,202357,2016019983,70521368,     778.390,      27.228, 1582757.4925,-7520814
NY,36069,00974133,Ontario County,107931,48193,1668121832,47814148,     644.065,      18.461, 1498301.7899,-7555176
NY,36071,00974134,Orange County,372813,137025,2102256780,69822194,     811.686,      26.959, 1772450.3630,-7662822
NY,36073,00974135,Orleans County,42883,18431,1013357365,1103755920,     391.259,     426.163, 1411239.5803,-7498503
NY,36075,00974136,Oswego County,122109,53598,2464761256,933517775,     951.650,     360.433, 1571253.4747,-7471276
NY,36077,00974137,Otsego County,62259,30777,2594391877,36393713,    1001.700,      14.052, 1684186.6075,-7541935
NY,36079,00974138,Putnam County,99710,38224,596504166,41282767,     230.312,      15.939, 1817099.4391,-7649421
NY,36081,00974139,Queens County,2230722,835127,281096933,180458283,     108.532,      69.675, 1829381.1002,-7735154
NY,36083,00974140,Rensselaer County,159429,71475,1689789426,33571435,     652.431,      12.962, 1802079.6796,-7505359
NY,36085,00974141,Richmond County,468730,176656,151178512,113754972,      58.370,      43.921, 1807439.0542,-7751217
NY,36087,00974142,Rockland County,311687,104057,449492975,66800379,     173.550,      25.792, 1801471.6049,-7684562
NY,36089,00977309,St. Lawrence County,111944,52133,6942144728,365348866,    2680.377,     141.062, 1635437.7408,-7340141
NY,36091,00974143,Saratoga County,219607,98656,2097849013,87603331,     809.984,      33.824, 1764920.0826,-7468719
NY,36093,00974144,Schenectady County,154727,68196,529693619,12614136,     204.516,       4.870, 1757487.1909,-7503620
NY,36095,00974145,Schoharie County,32749,17231,1610503950,11676842,     621.819,       4.508, 1731989.2677,-7535519
NY,36097,00974146,Schuyler County,18343,9455,850379456,36246347,     328.333,      13.995, 1536972.2416,-7597285
NY,36099,00974147,Seneca County,35251,16043,838393327,172838984,     323.705,      66.734, 1537795.5842,-7555729
NY,36101,00974148,Steuben County,98990,48875,3601531651,35027245,    1390.559,      13.524, 1504548.8539,-7621235
NY,36103,00974149,Suffolk County,1493350,569985,2362201496,3784184893,     912.051,    1461.082, 1914759.9651,-7681529
NY,36105,00974150,Sullivan County,77547,49186,2507450206,74049483,     968.132,      28.591, 1727612.8875,-7636554
NY,36107,00974151,Tioga County,51125,22203,1343172320,11080489,     518.602,       4.278, 1593731.4958,-7613228
NY,36109,00974152,Tompkins County,101564,41674,1229334487,43794640,     474.649,      16.909, 1573353.2242,-7586004
NY,36111,00974153,Ulster County,182493,83638,2911755518,94599622,    1124.235,      36.525, 1761959.0702,-7602597
NY,36113,00974154,Warren County,65707,38726,2245395916,167449107,     866.952,      64.652, 1754728.2758,-7419573
NY,36115,00974155,Washington County,63216,28844,2152756071,38083243,     831.184,      14.704, 1792190.3478,-7438512
NY,36117,00974156,Wayne County,93772,41057,1563902765,2018182309,     603.826,     779.225, 1504125.4010,-7485385
NY,36119,00974157,Westchester County,949113,370821,1114982482,179999078,     430.497,      69.498, 1824062.7003,-7679463
NY,36121,00974158,Wyoming County,42155,17970,1535205959,9171431,     592.746,       3.541, 1427892.8842,-7586480
NY,36123,00974159,Yates County,25348,13491,875785717,97504792,     338.143,      37.647, 1518917.4993,-7575984
NC,37001,01008531,Alamance County,151131,66576,1098007863,27957457,     423.943,      10.794, 1463413.8157,-8339337
NC,37003,01008532,Alexander County,37198,16189,673381461,9469976,     259.994,       3.656, 1309299.2201,-8378665
NC,37005,01008533,Alleghany County,11155,8094,608801116,3854920,     235.059,       1.488, 1303401.3052,-8315015
NC,37007,01008534,Anson County,26948,11576,1376453053,14612923,     531.452,       5.642, 1420882.8279,-8468090
NC,37009,01008535,Ashe County,27281,17342,1103683753,8117340,     426.135,       3.134, 1272230.0008,-8325866
NC,37011,01008536,Avery County,17797,13890,639951854,367329,     247.087,       0.142, 1241268.2110,-8371776
NC,37013,01026333,Beaufort County,47759,24688,2142417945,339348344,     827.192,     131.023, 1699809.3913,-8358476
NC,37015,01026334,Bertie County,21282,9822,1811100404,108725316,     699.270,      41.979, 1676356.6194,-8296938
NC,37017,01026336,Bladen County,35190,17718,2264498846,33230362,     874.328,      12.830, 1568410.4877,-8485691
NC,37019,01026340,Brunswick County,107431,77482,2193650178,525380745,     846.973,     202.851, 1607711.6513,-8541433
NC,37021,01008538,Buncombe County,238318,113365,1700772614,8984885,     656.672,       3.469, 1194804.7134,-8431070
NC,37023,01008539,Burke County,90912,40879,1313381247,20658001,     507.099,       7.976, 1265589.9949,-8405212
NC,37025,01008540,Cabarrus County,178011,71937,936925455,7033038,     361.749,       2.715, 1373955.8884,-8428916
NC,37027,01008541,Caldwell County,83029,37659,1221349765,7115682,     471.566,       2.747, 1277581.4128,-8379371
NC,37029,01026335,Camden County,9980,4104,623038021,180412363,     240.556,      69.658, 1739616.4793,-8251674
NC,37031,01026337,Carteret County,66469,48179,1311185243,2161018307,     506.251,     834.374, 1741681.2982,-8421334
NC,37033,01008542,Caswell County,23719,10619,1100542142,8625089,     424.922,       3.330, 1462487.1751,-8299486
NC,37035,01008543,Catawba County,154358,67886,1032683744,38057078,     398.721,      14.694, 1310519.9110,-8407750
NC,37037,01008544,Chatham County,63505,28753,1766851529,71603066,     682.185,      27.646, 1483034.2644,-8374276
NC,37039,01008545,Cherokee County,27444,17515,1179547136,29262798,     455.426,      11.298, 1065454.8712,-8501885
NC,37041,01025822,Chowan County,14793,7289,446702391,157536111,     172.473,      60.825, 1706303.5187,-8283273
NC,37043,01008546,Clay County,10587,7140,556201310,15223554,     214.751,       5.878, 1094284.8841,-8507634
NC,37045,01008547,Cleveland County,98078,43373,1202408392,10356247,     464.252,       3.999, 1285717.6220,-8448864
NC,37047,01026339,Columbus County,58098,26042,2427578082,42338295,     937.293,      16.347, 1566476.9541,-8523827
NC,37049,01026123,Craven County,103505,45002,1836191667,168876517,     708.958,      65.204, 1686689.8068,-8402798
NC,37051,01026124,Cumberland County,319431,135524,1689487711,15675494,     652.315,       6.052, 1533397.3349,-8439869
NC,37053,01026125,Currituck County,23547,14453,678194049,685673954,     261.852,     264.740, 1758123.5370,-8244327
NC,37055,01026133,Dare County,33920,33492,993052150,3053969840,     383.420,    1179.144, 1791266.9151,-8325130
NC,37057,01008548,Davidson County,162878,72655,1431421129,37148773,     552.675,      14.343, 1397146.2257,-8378780
NC,37059,01008549,Davie County,41240,18238,684029311,7726765,     264.105,       2.983, 1365090.2204,-8368801
NC,37061,01026132,Duplin County,58505,25728,2113998631,14128054,     816.219,       5.455, 1615261.2242,-8437806
NC,37063,01008550,Durham County,267587,120217,740672748,30797770,     285.975,      11.891, 1509302.0996,-8331769
NC,37065,01008551,Edgecombe County,56552,24838,1308814792,3402234,     505.336,       1.314, 1623523.8993,-8323934
NC,37067,01008552,Forsyth County,350670,156872,1057097245,11781201,     408.148,       4.549, 1386478.7438,-8342269
NC,37069,01008553,Franklin County,60619,26577,1273451203,7294554,     491.682,       2.816, 1560347.5061,-8316462
NC,37071,01008554,Gaston County,206086,88686,922106205,20913349,     356.027,       8.075, 1320189.6420,-8448234
NC,37073,01026126,Gates County,12197,5208,881747682,13578050,     340.445,       5.243, 1690469.0855,-8250449
NC,37075,01008555,Graham County,8861,5930,756481641,24828214,     292.079,       9.586, 1083049.1001,-8475703
NC,37077,01008556,Granville County,59916,22827,1376758990,12765614,     531.570,       4.929, 1523273.9552,-8299182
NC,37079,01008557,Greene County,21362,8213,688749236,1222022,     265.928,       0.472, 1625910.0141,-8373209
NC,37081,01008558,Guilford County,488406,218017,1672364534,30883952,     645.704,      11.924, 1428590.9091,-8341150
NC,37083,01008559,Halifax County,54691,25781,1875375057,18371274,     724.086,       7.093, 1612661.1546,-8287817
NC,37085,01008560,Harnett County,114678,46731,1541008895,16360689,     594.987,       6.317, 1523219.3801,-8405415
NC,37087,01008561,Haywood County,59036,34954,1434055217,2416649,     553.692,       0.933, 1156345.3209,-8442351
NC,37089,01008562,Henderson County,106740,54710,966241824,5602486,     373.068,       2.163, 1203622.9125,-8460746
NC,37091,01026127,Hertford County,24669,10635,914421664,18891664,     353.060,       7.294, 1667965.9393,-8264030
NC,37093,01008563,Hoke County,46952,18211,1012022108,4019951,     390.744,       1.552, 1497331.7300,-8450096
NC,37095,01008564,Hyde County,5810,3347,1586884785,2101324125,     612.700,     811.326, 1762015.1459,-8354087
NC,37097,01008565,Iredell County,159437,69013,1486221270,59749281,     573.833,      23.069, 1338022.8120,-8387149
NC,37099,01008566,Jackson County,40271,25948,1271048658,9815952,     490.755,       3.790, 1146394.0073,-8474346
NC,37101,01026327,Johnston County,168878,67682,2049455206,10890982,     791.299,       4.205, 1564819.7870,-8381248
NC,37103,01026338,Jones County,10153,4838,1219128858,6493576,     470.708,       2.507, 1664338.5306,-8417088
NC,37105,01008567,Lee County,57866,24136,660341698,10576667,     254.959,       4.084, 1494514.9107,-8398324
NC,37107,01008568,Lenoir County,59495,27437,1037527054,5768474,     400.591,       2.227, 1634893.5580,-8399331
NC,37109,01008569,Lincoln County,78265,33641,771655597,23577093,     297.938,       9.103, 1312572.4034,-8427341
NC,37111,01025836,McDowell County,44996,20808,1141169175,13956758,     440.608,       5.389, 1236393.2036,-8416809
NC,37113,01025833,Macon County,33922,25245,1335290241,10694329,     515.558,       4.129, 1122381.0938,-8492665
NC,37115,01025834,Madison County,20764,10608,1164379747,4836699,     449.570,       1.867, 1174674.8354,-8405041
NC,37117,01026328,Martin County,24505,11704,1194547357,754236,     461.217,       0.291, 1668073.5719,-8323819
NC,37119,01008570,Mecklenburg County,919628,398510,1356745512,57153194,     523.842,      22.067, 1351530.8420,-8448557
NC,37121,01008571,Mitchell County,15579,8713,573487628,1714316,     221.425,       0.662, 1220810.2262,-8381565
NC,37123,01008572,Montgomery County,27798,15914,1273651813,25988964,     491.760,      10.034, 1432386.6480,-8424847
NC,37125,01008573,Moore County,88247,43940,1807404472,20746101,     697.843,       8.010, 1470453.4820,-8421464
