228	1757628	183139	6
229	1332366	13866	4
230	871367	1427980	3
231	784993	1818092	17
232	2042570	674508	16
233	1153839	813893	10
234	1866371	929329	13
235	1069550	1282116	11
236	1770896	340823	14
237	1842980	604837	10
238	808812	977876	7
239	1168988	43573	6
240	917457	219408	15
241	1762918	985379	10
242	438052	1951306	7
243	883002	745775	17
244	523960	1093064	17
245	664864	1036638	12
246	218567	1609173	1
247	1269005	1396014	3
248	1536535	1104118	10
249	620742	327506	16
250	643202	875884	10
251	1123540	987565	17
252	774017	1568059	14
253	2019459	1865620	10
254	1210770	1684196	5
255	1745948	269574	11
256	179713	915827	11
257	1239827	476258	2
258	1451237	1833880	10
259	1057075	1484324	17
260	584782	667692	17
261	1772824	451462	7
262	1267642	655441	17
263	1337255	1227372	2
264	527366	894303	5
265	693541	1909775	3
266	679419	1924659	20
267	688413	1145027	15
268	1580671	821329	4
269	689410	518424	8
270	613694	759530	20
271	1465064	1741981	3
272	1907170	1157450	20
273	282170	315213	18
274	987107	1826200	20
275	867643	470291	4
276	1440400	1115229	1
277	1915938	1413001	19
278	423639	195912	7
279	978731	762508	4
280	860283	1701366	11
281	836158	555622	5
282	1264906	1488279	1
283	294527	796607	3
284	542660	865743	9
285	210113	1525595	11
286	2025483	500316	1
287	1643953	775509	13
288	269198	1413155	20
289	1305794	1555952	12
290	1958438	1398903	12
291	1615150	1407332	9
292	734601	1378187	8
293	124154	1474890	19
294	793574	661933	2
295	769198	543082	7
296	746295	574782	20
297	586148	1749575	17
298	836424	339495	3
299	1309611	325191	10
300	849417	390407	12
301	1866433	279855	16
302	861344	941482	16
303	1157841	1142705	9
304	1623849	1691199	19
305	1898329	1386537	4
306	1383193	1113749	10
307	1887955	608800	5
308	367870	1673468	11
309	791516	1000796	17
310	1937783	1379789	14
311	463129	1971966	11
312	1992172	1242190	9
313	548953	1076151	11
314	1147182	118499	11
315	797579	1853585	20
316	1805279	1254022	15
317	1645030	638721	3
318	332406	1735088	19
319	1133627	624363	9
320	1045401	532237	5
321	435227	786146	20
322	561188	397967	9
323	1630566	714536	13
324	21523	624450	14
325	1467860	1181392	4
326	669300	321938	1
327	1574426	484424	6
328	1751994	330798	2
329	1792347	255441	10
330	86583	1429190	13
331	691586	1887368	6
332	1367050	1141892	8
333	1434862	1209111	17
334	1935090	1466359	1
335	350384	763625	20
336	1195744	365344	11
337	1889206	656613	17
338	1686164	69933	6
339	1276360	2093494	4
340	340665	1395446	1
341	1631196	958934	6
342	1177068	496685	20
343	1080887	221943	16
344	86978	1120582	11
345	808683	1608780	15
346	1963341	739130	6
347	589312	830360	4
348	1627124	916914	14
349	812550	1817585	15
350	1417872	45696	6
351	1841017	1172397	14
352	972751	2030963	8
353	978422	1181869	1
354	1289187	1276896	8
355	544651	1586825	3
356	1655659	165602	2
357	904556	2093952	18
358	1171621	181399	8
359	1453589	1832165	12
360	878620	156267	7
361	1232197	1155421	3
362	704727	1597479	6
363	517796	930367	2
364	255995	1894472	1
365	168661	642535	14
366	1362462	1066049	3
367	1038013	1433251	8
368	304586	83245	5
369	606249	2072434	12
370	1846709	104138	13
371	578816	1165374	2
372	1514933	1571609	19
373	276428	1015762	20
374	703827	1235043	10
375	393439	891979	18
376	1484701	184060	17
377	2018565	719986	11
378	370514	953452	20
379	122862	846615	19
380	1940886	431476	16
381	1778207	785443	14
382	500536	1666573	7
383	1836320	1326120	6
384	2039769	1531231	9
385	1474025	893499	17
386	27165	1931629	20
387	1361086	748187	20
388	994706	1661585	15
389	273972	1128331	9
390	531753	1373070	9
391	1477737	2060029	10
392	489343	1995705	4
393	245450	613272	14
394	1803752	1358653	7
395	1090735	59445	9
396	230394	554516	3
397	1416609	781408	20
398	364163	1092741	4
399	677368	488781	5
400	1284148	1911998	5
401	1140540	1403533	2
402	1563714	1727102	9
403	1969786	359202	7
404	1141511	775763	11
405	787662	2024197	4
406	2057602	977696	14
407	36261	21366	8
408	229641	456354	12
409	743000	681189	16
410	1601451	265309	4
411	1474407	789248	1
412	1759166	1315925	3
413	1516409	448098	18
414	1817057	1712156	3
415	1295660	1425100	16
416	1234661	1619646	15
417	293588	1664014	8
418	1153110	196367	20
419	1502796	500977	18
420	705306	1972484	5
421	1518986	1861789	12
422	989363	1441357	19
423	249996	2076904	15
424	777879	1832692	9
425	51836	1991794	17
426	1982300	1855184	4
427	2043616	1524954	12
428	1627213	261975	13
429	281883	1195346	16
430	62615	1507363	18
431	109933	1229355	20
432	149063	1872455	10
433	1606293	1448244	2
434	1746773	1927139	10
435	1535879	1129327	7
436	1370838	1888623	1
437	573773	570659	6
438	487499	1102736	20
439	886265	258132	1
440	1021544	908216	14
441	1760473	1376501	7
442	627822	1833209	20
443	69134	703799	15
444	1109345	2039684	4
445	1424562	489119	9
446	1613885	709810	6
447	2037913	315251	1
448	1317872	1045052	5
449	1502567	224372	11
450	1747970	728731	11
451	2090352	722079	19
452	1271943	128669	6
453	772788	2056224	13
454	1204562	164897	17
455	1471759	1232787	15
456	2049048	36861	4
457	1003031	1007803	1
458	1739196	1711964	1
459	700807	2071866	10
460	1953775	526339	18
461	64082	413318	20
462	1421124	716073	1
463	1561295	153927	20
464	552656	1096555	14
465	1368916	1421129	2
466	851885	2036988	7
467	1435424	1149532	18
468	254957	1262059	15
469	1922727	1513037	14
470	1710574	1659537	5
471	1104361	629432	8
472	530048	703864	5
473	1601351	1801990	3
474	2026838	1907085	8
475	310817	267729	9
476	500188	1815705	3
477	1023757	1674607	3
478	1154243	1014944	10
479	1965817	1395326	19
480	1873606	1682077	4
481	233884	1041344	15
482	2025215	1579966	4
483	1124341	1944340	17
484	357694	1220815	4
485	234790	1518843	13
486	574961	1465747	2
487	1780205	341855	1
488	386893	278187	16
489	1711614	1441275	14
490	629558	626822	5
491	399506	1602879	3
492	256768	633725	14
493	1904814	1659173	4
494	613949	746163	19
495	1286274	327417	8
496	194082	208379	6
497	820590	1444462	15
498	861030	909359	20
499	1763364	202210	15
500	196808	2042644	10
501	225852	706024	5
502	1862426	542297	5
503	369480	1674130	12
504	2048386	2023727	19
505	328123	304886	13
506	833598	567295	19
507	1354510	1089613	14
508	748157	1976865	2
509	1904403	429807	6
510	1625333	470860	8
511	1057583	327797	5
512	1139985	1047208	15
513	298645	437457	11
514	1169843	583869	4
515	421537	460034	2
516	963814	1345440	12
517	271492	1933058	3
518	626475	1597379	14
519	1389328	529989	4
520	408096	360543	10
521	949139	488683	14
522	124922	455327	14
523	960156	1807739	15
524	365544	157716	17
525	1919471	966309	14
526	667877	529334	1
527	487259	1826159	12
528	1849074	1080898	2
529	369168	1628793	16
530	417179	1661309	8
531	920154	1481789	18
532	2063465	1292469	6
533	2019107	2027267	20
534	757647	674442	7
535	1806471	1168721	5
536	1267412	1382556	7
537	1391352	1681694	2
538	1335698	1958930	20
539	13527	228650	9
540	1418954	68027	19
541	915248	1887862	12
542	792662	1426923	4
543	959713	1179592	20
544	327073	1921324	1
545	1483781	822963	5
546	1964360	566245	4
547	747778	1473541	1
548	1212694	481466	4
549	187242	923227	11
550	536606	1399685	6
551	1988403	1137085	3
552	422109	940984	6
553	545713	1742798	15
554	1309020	98388	6
555	1085401	260402	18
556	1579502	1505	15
557	306946	982726	9
558	483076	954250	3
559	2070974	1095166	8
560	399416	1945139	20
561	5548	1866693	7
562	1046812	1052456	2
563	443370	188729	13
564	1960302	1325177	11
565	1768024	426752	10
566	2025141	508702	15
567	1304722	1845922	14
568	1184156	1985616	20
569	1301851	629325	9
570	999188	443697	9
571	425482	372110	10
572	960370	2013537	16
573	1115163	1598773	6
574	1746792	466924	17
575	151278	1348116	19
576	6219	1876230	4
577	51745	1166087	14
578	1502300	580121	2
579	1085024	1082559	1
580	625948	318017	19
581	1736584	1428829	1
582	1998097	283534	7
583	2004157	1002589	6
584	91743	99934	9
585	1380045	1907901	3
586	1791210	264232	11
587	67769	1305062	16
588	1207454	1118894	1
589	1947738	432688	13
590	1683599	1334624	16
591	16712	566281	1
592	1411465	1126773	11
593	2037828	338264	7
594	112185	1653800	11
595	379933	154487	14
596	635711	807336	11
597	1169481	1368973	7
598	1960739	1247240	3
599	310445	1650156	18
600	840678	905261	17
601	1636487	402715	8
602	1567694	1669736	19
603	1327738	1163808	20
604	1365897	27732	10
605	602977	546923	20
606	888764	188070	9
607	1268595	167901	16
608	2007590	1237786	18
609	754758	445751	7
610	20754	543916	18
611	274957	1112549	16
612	1092342	107544	1
613	1005597	2079130	1
614	270926	1498819	7
615	1597819	1298755	18
616	1007717	402632	2
617	1193626	1751201	10
618	1927841	1189752	10
619	1263353	970497	12
620	190258	989841	3
621	1859726	650946	3
622	905197	1970596	6
623	1740388	516953	20
624	1920869	1066900	20
625	889104	796853	19
626	1693569	1297118	13
627	730080	702206	2
628	212551	418428	19
629	1294468	1641933	5
630	1294488	384876	15
631	1303579	1970947	15
632	672859	1854973	8
633	430675	1804061	14
634	1039795	988550	3
635	319508	2002423	10
636	830163	1533251	18
637	518085	171083	19
638	1489978	804654	15
639	1866944	528321	5
640	1167850	1290492	12
641	1832820	1309559	19
642	526614	886253	14
643	1042714	1921373	3
644	743116	574630	3
645	493726	1452803	9
646	2077314	107596	11
647	1134837	1514466	17
648	1015753	1123632	18
649	618530	1692320	19
650	792852	898665	19
651	158438	1462145	15
652	558693	1683984	10
653	965198	754263	10
654	1327905	1658994	17
655	2090157	1825628	8
656	1770173	1854248	3
657	573871	796215	11
658	204235	1200285	3
659	802184	45903	15
660	1208865	338326	18
661	471600	1321488	4
662	1940171	1996439	16
663	431838	414944	2
664	772210	860130	16
665	2042087	1700358	12
666	1263051	1029070	1
667	992966	915715	1
668	842796	585784	20
669	1565532	1419747	4
670	830936	1982052	6
671	868444	7212	20
672	1040989	828880	18
673	1226751	597905	8
674	1393256	2091682	11
675	851756	295329	17
676	1747245	1763211	1
677	1106352	1047022	18
678	1754410	103461	12
679	244905	2076218	2
680	159425	723133	15
681	1654729	315669	11
682	529101	589316	4
683	206816	1977325	6
684	1958147	1071780	3
685	1767144	314094	1
686	2092500	877113	4
687	4325	1161557	13
688	437185	820043	8
689	773848	232705	19
690	1873655	673943	16
691	279616	962858	7
692	310971	442898	15
693	589606	573002	13
694	1609088	1655235	19
695	1629332	953169	4
696	273214	322787	15
697	458744	1099648	11
698	828968	1867257	4
699	2090138	997617	11
700	1477728	1635907	16
701	1785176	793869	17
702	506082	1363014	13
703	1477970	725996	11
704	56920	1997020	12
705	1021673	828435	11
706	175005	1074712	14
707	1861906	507823	1
708	921835	1939465	16
709	1534931	474226	7
710	572559	1570531	4
711	142149	921219	7
712	648371	590265	19
713	1581681	1782267	17
714	1476542	59475	9
715	1063823	185239	18
716	45640	84989	5
717	345439	804955	4
718	614762	1813635	3
719	1533824	712193	20
720	236882	1679725	5
721	764030	162703	2
722	265904	746513	3
723	1174573	1629647	18
724	1061006	1966994	18
725	385758	1204281	9
726	1575600	1854771	18
727	41226	1697762	1
728	304636	238773	8
729	322	1794074	14
730	1776312	436393	12
731	1410345	1211595	12
732	1373888	539336	6
733	693348	1471868	10
734	508862	63050	3
735	1144698	1806391	14
736	1028060	1063972	13
737	1575794	1066927	16
738	1622798	1225905	9
739	2000882	474495	3
740	706732	1078158	14
741	1652926	84017	10
742	1986197	1498674	6
743	2056172	722468	6
744	391933	287998	5
745	536392	88494	7
746	903094	535197	19
747	328136	1149727	8
748	930914	535880	20
749	659120	796085	11
750	992653	201861	20
751	834415	1965993	6
752	1509415	467777	15
753	296741	63689	16
754	826497	595489	16
755	320524	1829488	3
756	1423051	77943	13
757	1386600	1302349	1
758	1313388	467120	17
759	1174769	1668145	3
760	601121	1118693	5
761	1831491	297675	5
762	903840	1887815	18
763	1169425	1863021	17
764	777918	1554040	16
765	465630	1159709	14
766	1847680	912069	4
767	1576548	1616733	5
768	1424187	1282260	4
769	1216183	563671	20
770	52990	419873	5
771	157824	1839843	8
772	1428919	1337421	5
773	12324	540151	1
774	993584	1365189	10
775	1064306	1286196	4
776	303922	1954676	11
777	2080787	685699	19
778	785955	3347	9
779	1510115	962339	10
780	810343	1485147	11
781	317241	995784	20
782	279550	1674997	6
783	1211517	71753	1
784	1743069	1638	16
785	606826	280596	15
786	331223	2003737	14
787	1443626	1081306	13
788	1806122	1960575	9
789	115641	1618765	4
790	2040635	1575706	9
791	146196	71094	16
792	645683	79603	20
793	726318	899351	1
794	986930	1589580	12
795	255569	667021	5
796	1752716	1431487	9
797	1267480	1215241	7
798	377518	145234	12
799	1355516	689883	10
800	1302697	1229512	3
801	592105	45535	10
802	2075728	1017780	6
803	712827	601284	20
804	24727	1483732	6
805	184606	237509	15
806	984174	246990	2
807	1433934	1430541	15
808	610719	1653809	3
809	1575052	862816	1
810	1935393	1755530	10
811	1807643	1146207	6
812	191319	776795	19
813	1216697	1949318	8
814	2058470	1447521	8
815	159186	429630	4
816	1871868	1873839	13
817	1457091	901884	8
818	422788	612033	14
819	2030189	874287	10
820	1385852	589482	6
821	1798621	2056646	9
822	11968	1861593	5
823	475985	184901	12
824	1110633	1522157	18
825	218166	2020167	1
826	1499725	910296	8
827	1455583	1462693	16
828	154090	369969	14
829	1498926	378582	1
830	577977	1850455	13
831	104566	1197586	2
832	63870	411281	10
833	1686965	1510029	6
834	915205	843173	15
835	57789	2006243	3
836	343021	1331320	7
837	2350	932245	13
838	183324	1224987	11
839	1201225	1810787	10
840	1119149	1200669	9
841	1385728	1811492	17
842	821177	474191	8
843	1173636	670295	2
844	960784	440623	9
845	105731	617003	5
846	176865	1059316	2
847	1016323	1662412	10
848	192757	1277111	6
849	82537	1193391	3
850	996578	1212029	13
851	274815	1438180	13
852	434848	762853	19
853	1064656	47653	13
854	603434	335146	3
855	1822366	1866133	6
856	1939042	1843992	2
857	223148	1549953	17
858	1440781	1833400	18
859	1257487	901461	1
860	1659558	1187945	17
861	855056	1223964	2
862	1982579	248347	11
863	1255099	1958279	7
864	1533598	752170	5
865	937697	1599885	16
866	1560411	570238	17
867	527826	112999	3
868	1634102	64015	14
869	1376229	1543410	1
870	324662	1798587	3
871	1491926	715163	5
872	1243659	1353449	11
873	1634847	287376	17
874	1782654	204715	5
875	2077568	177373	20
876	1805911	1341425	10
877	1319619	1180992	1
878	663026	1293422	15
879	1582635	959331	4
880	1745294	1335742	16
881	1104965	86789	17
882	1853946	1966235	3
883	1388994	52632	16
884	55517	1817060	5
885	1252021	573630	12
886	1329172	51418	11
887	1509364	526164	2
888	2005988	694849	3
889	1483145	365487	11
890	1483714	1683722	7
891	1364464	1778346	14
892	2002990	561609	7
893	2014787	788673	14
894	1470012	152830	4
895	294848	647899	13
896	1232703	1947554	12
897	1658026	1286775	17
898	364203	1287244	5
899	1713755	427381	2
900	212781	322708	3
901	1448967	174027	19
902	1616917	860928	11
903	1243740	331138	17
904	155123	663135	18
905	1869683	1751877	5
906	462827	1977309	18
907	1574227	2032479	5
908	1214338	574929	12
909	2045702	230537	3
910	589299	736038	10
911	892978	1444194	14
912	1322000	1401484	19
913	1318866	1159313	7
914	1620067	724226	14
915	1707354	1785527	5
916	173730	1164278	16
917	1647554	856347	10
918	1208512	1990464	18
919	1171318	991307	11
920	375054	501569	19
921	1781900	650904	15
922	1083500	1200439	15
923	1390883	1801400	6
924	682229	1223987	9
925	721722	1554357	15
926	740104	309836	4
927	59569	1473645	5
928	438858	832376	9
929	1498550	1555644	20
930	1543065	686816	11
931	1465065	1991937	11
932	1732166	151897	13
933	2007236	360475	5
934	1661147	1666398	2
935	135241	1568447	5
936	443641	202089	6
937	1692033	1097421	15
938	267175	2025420	11
939	1355936	314871	14
940	974312	446446	13
941	706056	1607785	4
942	297636	666230	14
943	1381019	1038183	12
944	5759	663730	6
945	1527902	1424703	2
946	1800167	1096202	8
947	1528760	1424089	2
948	449453	614003	9
949	6703	406775	13
950	2013701	1340980	1
951	1119838	836739	9
952	1682682	998443	12
953	825371	1234324	19
954	1074644	479676	13
955	1616080	783846	3
956	254325	1016352	6
957	697423	1220247	5
958	1252385	282501	11
959	890986	1199109	2
960	1897770	1537096	12
961	1306203	1816209	11
962	68140	1114896	18
963	912302	1785182	4
964	1390896	1538699	5
965	508860	279286	5
966	1473691	346083	18
967	2068332	1552827	13
968	1394608	449563	14
969	362596	1642424	9
970	1460974	234299	1
971	2074874	1688895	4
972	1740298	1585686	5
973	1853553	857609	12
974	582541	1271692	15
975	1761319	737653	6
976	438756	173661	5
977	1430865	1111760	20
978	761241	70108	14
979	369477	316737	12
980	71571	1557283	18
981	703089	36785	20
982	1974031	1141795	183
983	581181	1208135	12
984	937129	1212582	2
985	1191801	1792873	7
986	430259	1794673	19
987	1871883	1426285	8
988	1332432	1426132	19
989	1330401	1178854	2
990	1299388	173939	11
991	768205	1657432	14
992	1633523	561626	11
993	1044373	265691	10
994	802361	100202	14
995	416147	764795	4
996	1857402	1989848	10
997	1677226	1250900	20
998	1147856	1809038	13
999	1432483	1311262	20
1000	15896	1134151	19
1001	1679230	752195	16
1002	890384	1488557	5
1003	1813725	1329435	6
1004	1878221	393269	6
1005	1192101	1593918	12
1006	169929	1245906	11
1007	1731098	370502	8
1008	1147925	880170	8
1009	1552278	201332	14
1010	1940817	205525	6
1011	819310	1870063	15
1012	1684188	546235	5
1013	88566	1129344	10
1014	1046553	89862	4
1015	1738544	96271	16
1016	329130	499098	7
1017	620395	1102640	12
1018	892219	579795	9
1019	2076201	2025406	15
1020	1008073	1028376	10
1021	625063	769253	20
1022	1191567	2060783	5
1023	1749082	952565	4
1024	518197	1548560	9
1025	1767272	2003682	6
1026	1838948	1100434	13
1027	1101762	999660	1
1028	1725793	472149	14
1029	1139543	1422661	3
1030	983433	584039	11
1031	443244	860007	10
1032	1979888	1166988	9
1033	2094405	560523	20
1034	1253354	1640766	18
1035	401462	1803841	5
1036	169197	547224	8
1037	1424772	1334845	7
1038	780484	143161	9
1039	1098699	1285348	11
1040	2030591	1833441	7
1041	960109	351345	8
1042	223394	898852	5
1043	992759	492110	16
1044	1175558	1796931	7
1045	451676	1689627	8
1046	1228755	1131932	1
1047	114341	1889491	4
1048	869196	1495783	2
1049	413399	1023434	17
1050	41043	831706	13
1051	1627224	1312227	1
1052	591867	1647054	12
1053	493964	1447711	3
1054	1904536	1792736	17
1055	661944	200211	1
1056	420471	2000060	2
1057	487417	1401219	7
1058	1909626	645805	5
1059	834496	1003457	17
1060	1800787	120232	6
1061	268397	10138	12
1062	117621	1382478	17
1063	1982398	60186	18
1064	176995	457360	15
1065	2026310	924592	17
1066	1815254	838389	17
1067	619273	1699220	7
1068	3003	579469	15
1069	903855	609431	12
1070	1490639	296534	15
1071	2035938	1328069	4
1072	764296	356994	5
1073	975780	1503396	4
1074	1965441	761008	1
1075	1947956	302531	13
1076	568928	1844157	1
1077	187086	1885003	7
1078	1724596	2066504	12
1079	1702930	391931	20
1080	1953960	2078074	20
1081	697341	1151807	16
1082	1205008	370213	15
1083	882300	1569576	17
1084	152611	1639854	1
1085	487112	953291	2
1086	1831642	827782	13
1087	474593	312931	16
1088	1971584	1434367	9
1089	414995	2085829	11
1090	1327928	994760	20
1091	1510168	1385893	12
1092	1096807	2026599	5
1093	1363580	745409	3
1094	915642	544055	18
1095	1928367	1851850	5
1096	1773328	1351178	18
1097	995269	2087839	8
1098	1602857	289833	8
1099	767389	1775899	16
1100	1306812	617038	15
1101	26208	768451	9
1102	480895	569495	17
1103	2057007	1163594	4
1104	201122	762230	18
1105	2091	1537766	15
1106	1697137	964350	18
1107	1768966	1830010	3
1108	2033738	816394	3
1109	961961	1144702	6
1110	2076884	363449	10
1111	1085897	133520	5
1112	1863621	2063621	16
1113	859803	1782874	3
1114	1715581	161165	15
1115	1444446	455810	3
1116	752641	1065482	17
1117	173220	176944	19
1118	883915	1195661	16
1119	1606203	983893	15
1120	1951562	1545109	4
1121	1391127	635865	1
1122	2013891	1448158	12
1123	610041	1124196	2
1124	2008525	975427	7
1125	1047577	1580477	12
1126	1500662	219941	12
1127	1674705	654971	9
1128	796299	712712	6
1129	1768274	1624247	14
1130	2033697	880292	1
1131	1029954	2010372	6
1132	2090721	42130	18
1133	738296	503376	19
1134	1608049	611453	17
1135	410569	2036356	13
1136	1754408	366526	17
1137	1508335	230912	9
1138	1894157	1552813	9
1139	1534373	1503837	12
1140	1057211	1468407	13
1141	1007866	1666920	14
1142	323745	891046	18
1143	495879	958094	19
1144	1955358	664503	1
1145	2021554	1748581	16
1146	1813156	1368006	4
1147	1550319	308484	20
1148	1076492	1353535	8
1149	1944275	1875901	15
1150	452440	1179701	19
1151	811860	1432115	4
1152	280578	1824557	7
1153	1432891	344732	4
1154	842201	821862	9
1155	282177	459926	20
1156	1413038	894127	8
1157	1824506	337901	4
1158	1480701	640457	15
1159	1700761	2031572	19
1160	1728798	748162	20
1161	1760791	537668	3
1162	201368	1484417	4
1163	243804	360045	5
1164	1475329	717370	5
1165	1284509	60310	16
1166	892309	820501	1
1167	1596381	2088598	18
1168	1298684	1924270	8
1169	434568	1679565	12
1170	1716180	388939	10
1171	842165	732778	8
1172	50958	1713553	14
1173	1543660	1637150	20
1174	1022594	361647	4
1175	1375731	1035191	7
1176	69193	2020752	17
1177	1024556	41358	14
1178	80176	1303786	13
1179	1743134	868792	7
1180	151358	1429384	11
1181	1875042	1657633	5
1182	1862902	278261	18
1183	1832681	319384	7
1184	1211367	1023260	17
1185	1283677	479419	10
1186	1818325	227432	9
1187	878360	719924	20
1188	1697707	1452052	13
1189	1002290	579156	7
1190	429088	625258	5
1191	524051	346403	10
1192	86357	549227	12
1193	189341	761815	11
1194	571699	327848	11
1195	1770932	410236	9
1196	813968	407347	5
1197	1065107	413118	1
1198	1433991	1531363	13
1199	359172	1486240	10
1200	1652799	16031	20
1201	267142	759896	16
1202	407421	253043	14
1203	278039	1562331	10
1204	1499868	1043662	8
1205	635842	1663818	12
1206	1951283	373495	7
1207	137759	1267888	19
1208	1572107	1387236	18
1209	794444	83478	6
1210	290101	75236	15
1211	228253	2047333	2
1212	433044	677155	7
1213	1835157	1457520	5
1214	2090338	1884931	13
1215	427398	915253	6
1216	1301647	975498	12
1217	990150	2014738	4
1218	1680670	684929	10
1219	275010	1793826	16
1220	1419094	120128	10
1221	1133699	721671	17
1222	163649	1358829	4
1223	1980838	96111	18
1224	2009444	1904923	10
1225	747340	1258851	10
1226	1672662	699741	20
1227	819093	8434	14
1228	1546412	442941	12
1229	183868	1430098	7
1230	1274078	1460287	19
1231	1067798	1398482	6
1232	151194	114685	18
1233	486121	1926556	16
1234	2016219	1230814	9
1235	350290	75875	2
1236	1791110	1272355	14
1237	1499351	1007119	16
1238	105959	1324213	8
1239	1307604	238571	3
1240	1095239	1472700	12
1241	1140342	35468	1
1242	558353	645222	18
1243	1242828	932372	18
1244	2013527	391096	6
1245	2012885	556938	12
